,,,,,,,,,,,,,,FTP DL,,,,,,,,,FTP UL,,,,,,,,,Capacity DL,,,,,,,,,Capacity UL,,,,,,,,,SpeedTest,,,,,,,,,,,,,,,,,,HTTP DL Transfer,,,,,,,HTTP UL Transfer,,,,,,,Browsing,,,,,,,,,Ping Test,,,,,,Youtube,,,,,,,,,,,,,,,Instagram Post Picture,,,,,,Instagram Post Video,,,,,,Whatsapp Call,,,,,,,,,,,Whatsapp Message,,,,SMS Onnet,,,SMS Offnet,,,Voice Call Onnet,,,,,,,,,,,,,,,Voice Call Offnet,,,,,,,,,,,,,,,Average Voice Call,,,,,,,,,,,,,,,Signal Strenght 5G,,Signal Qualty 5G,,Signal Qualty 5G,,Signal Strenght 4G,,Signal Qualty 4G,,Signal Qualty 4G,,Signal Strenght 2G,,Signal Quality 2G,,Bad Signal Strenght 5G,,,Bad Signal Qualty 5G,,,Bad Signal Qualty 5G,,,Bad Signal Strenght 4G,,,Bad Signal Qualty 4G,,,Bad Signal Qualty 4G,,,Bad Signal Strenght 2G,,,Bad Signal Quality 2G,,,,Detail Value 5G,,,,,,,,,,,Detail Value 4G,,,,,,,,,,,Detail Value 2G,,,,,,,,,,,,,
78,74,Sulawesi Tenggara,7472,Kota Bau Bau,ST,20260617 ST SMA Negeri 1 Baubau Kota Bau Bau,-,-,ST SMA Negeri 1 Baubau,Reguler,Loka Kendari,17-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,10,90.91,110.30,120.50,124.00,56.00,No Data,90.91,21.99,18.25,43.10,5.74,41.30,2,2,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,6.17,8.59,3.46,2.08,107.64,3,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.10,0.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.74,10.91,0.00,5,5,100.00,4.27,32.67,100.00,11,0,0,100.00,0.00,0.00,3.82,100.00,0.00,1.61,100.00,22,0,100.00,1.43,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-96.16,Baik,-12.68,Cukup,3.63,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,27001,221,0.82,27001,1183,4.38,18979,16833,88.69,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,100.27,19.99,No Data,No Data,No Data,0.74,4.27,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.45873,122.608791,0.088
79,74,Sulawesi Tenggara,7403,Muna,DT,20260623 DT Kab. Muna,-,-,DT Kab. Muna,Reguler,Loka Kendari,23-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,55,53,96.36,106.40,99.20,265.00,5.31,No Data,96.36,34.02,28.90,86.80,0.16,30.57,2,2,3,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,54,52,96.30,7.02,10.64,2.08,2.63,224.62,2,0,0,No Data,No Data,No Data,No Data,50,48,96.00,1.35,0.00,4.22,0.01,0.01,0.00,2.08,0.00,0.00,97.92,0.00,0.00,25,1,4.00,0.82,9.72,0.00,2,1,50.00,3.91,16.47,50.00,56,2,1,94.64,3.57,1.79,3.98,100.00,0.00,1.82,100.00,110,11,90.00,1.41,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-95.67,Baik,-8.53,Baik Sekali,13.82,Cukup,-84.32,Baik Sekali,5.0,Cukup,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,128654,27110,21.07,128654,4144,3.22,122511,35274,28.79,243,0,0.00,6,4,66.67,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,100.70,32.20,No Data,No Data,No Data,0.03,0.14,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.626292,122.708056,169.066
80,74,Sulawesi Tenggara,7403,Muna,DT,20260623 DT Kab. Muna,-,-,DT Kab. Muna,Reguler,Loka Kendari,23-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,58,56,96.55,149.94,149.00,359.00,22.40,No Data,96.55,31.50,27.80,86.60,0.03,44.09,1,3,1,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,58,57,98.28,7.40,12.36,1.09,2.22,40.28,1,0,0,No Data,No Data,No Data,No Data,58,54,93.10,1.45,0.00,4.25,0.00,0.01,0.00,0.00,0.00,0.00,100.00,0.00,0.00,27,1,3.70,0.34,23.19,100.00,1,0,0.00,No Data,0.00,0.00,56,2,0,96.43,3.57,0.00,3.95,100.00,0.00,1.83,100.00,118,9,92.37,1.30,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-96.30,Baik,-10.36,Baik,9.55,Cukup,-95.12,Cukup,3.0,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,211620,43127,20.38,211620,15961,7.54,125935,57025,45.28,531,101,19.02,43,14,32.56,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,147.36,30.42,No Data,No Data,No Data,0.01,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.626292,122.708056,168.996
81,74,Sulawesi Tenggara,7403,Muna,DT,20260623 DT Kab. Muna,-,-,DT Kab. Muna,Reguler,Loka Kendari,23-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,58,51,87.93,100.56,113.00,126.00,22.00,No Data,87.93,54.85,61.70,135.00,0.65,53.33,3,1,2,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,58,56,96.55,6.02,8.24,1.36,2.13,103.34,3,0,0,No Data,No Data,No Data,No Data,58,57,98.28,1.09,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,26,25,96.15,0.67,14.20,12.00,27,27,100.00,3.78,37.96,100.00,59,2,1,94.92,3.39,1.69,3.78,98.21,1.79,1.94,98.21,118,7,94.07,1.55,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-95.02,Baik,-10.78,Baik,10.14,Cukup,-83.19,Baik Sekali,3.4,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,168321,35688,21.20,168321,10072,5.98,102833,42118,40.96,452,23,5.09,24,10,41.67,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,86.93,47.41,No Data,No Data,No Data,0.58,3.64,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.626292,122.708056,168.102
82,74,Sulawesi Tenggara,7403,Muna,ST,20260623 ST Polsek Tongkune Kab. Muna,-,-,ST Polsek Tongkune,Reguler,Loka Kendari,23-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,80.35,86.60,112.00,7.23,No Data,100.00,29.24,30.70,37.80,12.20,34.20,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,9,90.00,6.54,7.77,5.33,1.90,76.78,2,0,0,No Data,No Data,No Data,No Data,9,9,100.00,1.18,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4,0,0.00,No Data,No Data,No Data,1,0,0.00,No Data,0.00,0.00,10,0,0,100.00,0.00,0.00,3.82,100.00,0.00,2.38,100.00,20,1,95.00,1.20,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-100.70,Baik,-10.41,Baik,10.21,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,32869,3342,10.17,32869,230,0.70,31194,12550,40.23,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,80.35,29.24,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.138333,122.522738,0.004
83,74,Sulawesi Tenggara,7403,Muna,ST,20260623 ST Polsek Tongkune Kab. Muna,-,-,ST Polsek Tongkune,Reguler,Loka Kendari,23-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,11,100.00,220.09,227.00,252.00,120.00,No Data,100.00,55.37,54.30,69.40,35.90,27.18,1,2,1,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,6.71,8.84,4.67,1.69,28.00,1,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.24,0.00,4.23,0.00,0.02,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,0,0.00,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,10,0,0,100.00,0.00,0.00,4.06,100.00,0.00,1.78,100.00,22,2,90.91,1.07,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-91.37,Baik Sekali,-9.55,Baik Sekali,17.34,Baik,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,35867,0,0.00,35867,4,0.01,24150,0,0.00,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,220.09,55.37,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.138333,122.522738,0.002
84,74,Sulawesi Tenggara,7403,Muna,ST,20260623 ST Polsek Tongkune Kab. Muna,-,-,ST Polsek Tongkune,Reguler,Loka Kendari,23-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,10,90.91,119.00,118.00,131.00,113.00,No Data,90.91,88.78,92.10,100.00,63.90,41.80,2,1,2,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,6.10,6.90,4.52,1.83,97.64,3,0,0,No Data,No Data,No Data,No Data,12,12,100.00,1.04,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.69,11.64,0.00,5,5,100.00,4.23,30.49,100.00,11,0,0,100.00,0.00,0.00,3.78,100.00,0.00,1.65,100.00,22,0,100.00,1.24,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-91.18,Baik Sekali,-8.48,Baik Sekali,13.17,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,37337,0,0.00,37337,131,0.35,19321,914,4.73,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,99.17,73.98,No Data,No Data,No Data,0.69,4.23,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.138333,122.522738,0.021
85,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Kantor Bupati Kab. Muna,-,-,ST Kantor Bupati,Reguler,Loka Kendari,24-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,58.58,53.05,113.00,27.00,No Data,100.00,9.07,8.60,12.40,3.25,49.00,1,1,2,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,10,100.00,6.06,7.57,4.97,2.02,90.70,1,0,0,No Data,No Data,No Data,No Data,8,8,100.00,1.55,0.00,4.26,0.00,0.01,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4,0,0.00,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,9,0,0,100.00,0.00,0.00,4.03,100.00,0.00,1.64,100.00,20,2,90.00,1.63,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-103.03,Cukup,-7.26,Baik Sekali,14.88,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,20821,7063,33.92,20821,0,0.00,18714,511,2.73,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,58.58,9.07,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.797741,122.720333,0
86,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Kantor Bupati Kab. Muna,-,-,ST Kantor Bupati,Reguler,Loka Kendari,24-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,37.58,38.35,46.60,24.10,No Data,100.00,3.72,3.38,8.83,2.15,28.40,3,2,3,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,10,100.00,5.88,7.92,4.87,2.07,41.70,2,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.83,0.00,4.23,0.00,0.03,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,0,0.00,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,10,0,0,100.00,0.00,0.00,3.98,100.00,0.00,1.65,100.00,20,1,95.00,2.05,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-107.55,Kurang,-14.54,Cukup,-0.59,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,31779,23547,74.10,31779,11553,36.35,14842,14356,96.73,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,34.16,3.38,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.797741,122.720333,0.006
87,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Kantor Bupati Kab. Muna,-,-,ST Kantor Bupati,Reguler,Loka Kendari,24-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,8,88.89,53.15,53.85,84.90,20.00,No Data,88.89,2.40,2.06,8.32,0.19,275.00,2,3,1,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,9,9,100.00,3.89,6.89,0.45,8.92,105.22,3,0,0,No Data,No Data,No Data,No Data,10,6,60.00,1.27,0.00,4.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4,4,100.00,0.26,34.83,100.00,1,1,100.00,1.87,68.95,100.00,9,0,0,100.00,0.00,0.00,3.81,100.00,0.00,2.39,100.00,18,7,61.11,2.28,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-110.54,Kurang,-12.23,Cukup,4.40,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,27294,25469,93.31,27294,2037,7.46,16630,14253,85.71,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,42.52,1.92,No Data,No Data,No Data,0.26,0.47,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.797741,122.720333,0
88,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Puskesmas Katobu Kab. Muna,-,-,ST Puskesmas Katobu,Reguler,Loka Kendari,24-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,9,100.00,91.28,90.60,98.30,86.00,No Data,100.00,12.53,12.50,16.50,7.71,47.78,2,2,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,9,9,100.00,6.30,7.30,5.62,1.99,91.00,2,0,0,No Data,No Data,No Data,No Data,7,7,100.00,1.28,0.00,4.23,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4,0,0.00,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,9,0,0,100.00,0.00,0.00,4.06,100.00,0.00,1.52,100.00,18,0,100.00,2.13,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-94.52,Baik,-8.72,Baik Sekali,8.09,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,26754,0,0.00,26754,0,0.00,24982,11973,47.93,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,82.15,11.28,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.823481,122.721354,0.002
89,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Puskesmas Katobu Kab. Muna,-,-,ST Puskesmas Katobu,Reguler,Loka Kendari,24-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,11,100.00,49.74,52.80,70.80,30.90,No Data,100.00,11.62,11.40,16.70,9.34,27.64,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,11,11,100.00,6.22,9.58,4.75,1.82,28.91,3,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.93,0.00,4.27,0.00,0.01,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,0,0.00,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,11,0,0,100.00,0.00,0.00,4.05,100.00,0.00,1.43,100.00,22,0,100.00,1.26,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-100.06,Baik,-12.44,Cukup,1.28,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,63541,9088,14.30,63541,13346,21.00,23749,20006,84.24,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,49.74,11.62,No Data,No Data,No Data,0.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.823481,122.721354,0
90,74,Sulawesi Tenggara,7403,Muna,ST,20260624 ST Puskesmas Katobu Kab. Muna,-,-,ST Puskesmas Katobu,Reguler,Loka Kendari,24-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,12,100.00,120.75,121.00,123.00,114.00,No Data,100.00,69.99,69.40,86.00,53.80,54.50,1,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,6.72,8.25,5.41,1.82,91.25,1,0,0,No Data,No Data,No Data,No Data,12,12,100.00,0.90,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.70,11.57,0.00,5,5,100.00,4.46,28.93,100.00,11,0,0,100.00,0.00,0.00,3.84,100.00,0.00,1.59,100.00,24,0,100.00,1.19,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-88.79,Baik Sekali,-12.42,Cukup,12.34,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,26752,0,0.00,26752,4575,17.10,20443,4850,23.72,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,120.75,69.99,No Data,No Data,No Data,0.70,4.46,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.823481,122.721354,0.001
