,,,,,,,,,,,,,,FTP DL,,,,,,,,,FTP UL,,,,,,,,,Capacity DL,,,,,,,,,Capacity UL,,,,,,,,,SpeedTest,,,,,,,,,,,,,,,,,,HTTP DL Transfer,,,,,,,HTTP UL Transfer,,,,,,,Browsing,,,,,,,,,Ping Test,,,,,,Youtube,,,,,,,,,,,,,,,Instagram Post Picture,,,,,,Instagram Post Video,,,,,,Whatsapp Call,,,,,,,,,,,Whatsapp Message,,,,SMS Onnet,,,SMS Offnet,,,Voice Call Onnet,,,,,,,,,,,,,,,Voice Call Offnet,,,,,,,,,,,,,,,Average Voice Call,,,,,,,,,,,,,,,Signal Strenght 5G,,Signal Qualty 5G,,Signal Qualty 5G,,Signal Strenght 4G,,Signal Qualty 4G,,Signal Qualty 4G,,Signal Strenght 2G,,Signal Quality 2G,,Bad Signal Strenght 5G,,,Bad Signal Qualty 5G,,,Bad Signal Qualty 5G,,,Bad Signal Strenght 4G,,,Bad Signal Qualty 4G,,,Bad Signal Qualty 4G,,,Bad Signal Strenght 2G,,,Bad Signal Quality 2G,,,,Detail Value 5G,,,,,,,,,,,Detail Value 4G,,,,,,,,,,,Detail Value 2G,,,,,,,,,,,,,
50,74,Sulawesi Tenggara,7412,Konawe Kepulauan,DT,20260519 DT Kab. Konawe Kepulauan,-,-,DT Kab. Konawe Kepulauan,Reguler,Loka Kendari,19-May-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,7,53.85,81.54,77.10,164.00,3.06,No Data,53.85,20.91,13.90,63.40,0.15,40.71,2,1,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,14,7,50.00,5.16,6.86,1.48,2.00,47.43,2,0,0,No Data,No Data,No Data,No Data,14,9,64.29,2.67,0.00,4.11,0.00,0.00,0.00,11.11,11.11,0.00,22.22,55.56,0.00,1,1,100.00,0.68,11.78,0.00,1,1,100.00,2.32,55.53,100.00,19,10,0,47.37,52.63,0.00,4.01,100.00,0.00,5.10,88.89,30,17,43.33,1.59,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-103.82,Cukup,-11.19,Baik,8.95,Cukup,-89.05,Baik,2.0,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,37805,17549,46.42,37805,4279,11.32,25814,12920,50.05,1568,177,11.29,66,11,16.67,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,43.90,11.26,No Data,No Data,No Data,0.11,0.39,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.021827,122.993167,113.414
51,74,Sulawesi Tenggara,7412,Konawe Kepulauan,DT,20260519 DT Kab. Konawe Kepulauan,-,-,DT Kab. Konawe Kepulauan,Reguler,Loka Kendari,19-May-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,4,4,100.00,62.33,57.90,119.00,14.50,No Data,100.00,3.05,2.00,7.94,0.26,107.25,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,4,3,75.00,4.84,9.11,1.06,4.94,123.33,3,0,0,No Data,No Data,No Data,No Data,5,2,40.00,2.63,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,1,1,100.00,0.11,73.06,100.00,0,0,No Data,No Data,No Data,No Data,5,0,0,100.00,0.00,0.00,3.25,100.00,0.00,2.39,100.00,32,19,40.63,2.31,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-108.71,Kurang,-9.83,Baik Sekali,8.68,Cukup,-90.12,Baik,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,27063,17067,63.06,27063,1616,5.97,23261,12355,53.11,2598,599,23.06,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,62.33,3.05,No Data,No Data,No Data,0.05,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.021827,122.993167,112.651
52,74,Sulawesi Tenggara,7412,Konawe Kepulauan,ST,20260519 ST SMPN 2 Wawonii Tenggara Kab. Konawe Kepulauan,-,-,ST SMPN 2 Wawonii Tenggara,Reguler,Loka Kendari,19-May-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,1,1,0,0.00,100.00,0.00,No Data,No Data,No Data,No Data,No Data,2,2,0.00,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-65.63,Baik Sekali,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,1896,0,0.00,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.248419,123.09707,0.003
53,74,Sulawesi Tenggara,7412,Konawe Kepulauan,ST,20260519 ST SMPN 2 Wawonii Tenggara Kab. Konawe Kepulauan,-,-,ST SMPN 2 Wawonii Tenggara,Reguler,Loka Kendari,19-May-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,12,100.00,139.08,137.00,161.00,125.00,No Data,100.00,62.83,64.65,72.80,45.00,54.58,1,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,12,12,100.00,5.64,6.38,3.92,1.55,56.67,1,0,0,No Data,No Data,No Data,No Data,12,12,100.00,1.49,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,8.33,91.67,0.00,5,5,100.00,0.88,9.12,0.00,5,5,100.00,4.68,27.56,100.00,11,0,0,100.00,0.00,0.00,4.08,100.00,0.00,1.40,100.00,24,0,100.00,1.09,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-88.02,Baik Sekali,-10.05,Baik,8.60,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,45288,0,0.00,45288,41,0.09,23492,17661,75.18,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,139.08,62.83,No Data,No Data,No Data,0.88,4.68,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.248419,123.09707,0
54,74,Sulawesi Tenggara,7412,Konawe Kepulauan,ST,20260519 ST SMPN 2 Wawonii Tenggara Kab. Konawe Kepulauan,-,-,ST SMPN 2 Wawonii Tenggara,Reguler,Loka Kendari,19-May-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2,2,0.00,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-64.26,Baik Sekali,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2574,0,0.00,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.248419,123.09707,0.002
55,74,Sulawesi Tenggara,7404,Buton,DT,20260609 DT Kab. Buton,-,-,DT Kab. Buton,Reguler,Loka Kendari,09-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,20,19,95.00,62.65,58.20,140.00,3.83,No Data,95.00,16.38,14.40,53.00,0.38,45.42,2,2,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,20,20,100.00,4.28,9.60,0.63,3.62,100.95,2,0,0,No Data,No Data,No Data,No Data,16,15,93.75,2.18,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,8,8,100.00,0.63,18.24,25.00,7,6,85.71,3.08,43.63,100.00,40,0,1,97.50,0.00,2.50,3.89,97.44,2.56,1.96,100.00,86,21,75.58,1.51,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-99.60,Baik,-8.89,Baik Sekali,13.91,Cukup,-85.99,Baik,3.7,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,101183,33147,32.76,101183,2563,2.53,92256,28114,30.47,3458,643,18.59,23,10,43.48,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,59.52,15.56,No Data,No Data,No Data,0.56,2.06,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.20588,123.108996,115.106
56,74,Sulawesi Tenggara,7404,Buton,DT,20260609 DT Kab. Buton,-,-,DT Kab. Buton,Reguler,Loka Kendari,09-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,53,46,86.79,123.80,102.50,379.00,1.78,No Data,86.79,37.80,29.55,99.10,0.34,24.72,1,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,54,49,90.74,5.39,13.58,1.17,2.28,37.16,1,0,0,No Data,No Data,No Data,No Data,53,48,90.57,1.72,0.00,4.23,0.00,0.01,0.00,0.00,0.00,2.08,97.92,0.00,0.00,22,22,100.00,0.80,10.38,4.55,0,0,No Data,No Data,No Data,No Data,53,6,2,84.91,11.32,3.77,3.79,100.00,0.00,2.23,97.78,112,26,76.79,1.31,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-98.09,Baik,-11.10,Baik,9.49,Cukup,-86.68,Baik,3.8,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,192381,55610,28.91,192381,23414,12.17,115005,54660,47.53,1551,393,25.34,60,24,40.00,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,107.45,32.81,No Data,No Data,No Data,0.73,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.20588,123.108996,114.283
57,74,Sulawesi Tenggara,7404,Buton,DT,20260609 DT Kab. Buton,-,-,DT Kab. Buton,Reguler,Loka Kendari,09-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,4,3,75.00,5.22,3.96,8.71,2.98,No Data,75.00,2.48,3.39,3.97,0.08,57.00,3,3,3,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,3,2,66.67,1.24,2.02,0.46,15.37,112.50,3,0,0,No Data,No Data,No Data,No Data,3,1,33.33,15.23,100.00,2.51,0.00,0.01,0.00,100.00,0.00,0.00,0.00,0.00,0.00,1,1,100.00,0.39,20.42,100.00,0,0,No Data,No Data,No Data,No Data,13,12,0,7.69,92.31,0.00,No Data,No Data,No Data,3.08,100.00,12,3,75.00,1.87,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-99.17,Baik,-9.63,Baik Sekali,11.86,Cukup,-88.57,Baik,2.0,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,10388,3274,31.52,10388,398,3.83,9277,2773,29.89,1375,141,10.25,7,2,28.57,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3.91,1.86,No Data,No Data,No Data,0.20,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.20588,123.108996,38.765
58,74,Sulawesi Tenggara,7404,Buton,ST,20260610 ST Polres Buton Kab. Buton,-,-,ST Polres Buton,Reguler,Loka Kendari,10-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,63.09,65.00,71.90,41.00,No Data,100.00,4.22,4.39,4.96,3.15,34.70,1,3,1,3,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,10,100.00,5.34,6.19,4.53,2.27,78.30,2,0,0,No Data,No Data,No Data,No Data,11,11,100.00,1.43,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.53,15.11,60.00,4,4,100.00,1.87,69.19,100.00,10,0,0,100.00,0.00,0.00,4.04,100.00,0.00,1.61,100.00,20,0,100.00,1.98,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-108.44,Kurang,-11.48,Baik,11.96,Cukup,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,13205,10589,80.19,13205,784,5.94,13205,722,5.47,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,57.35,3.84,No Data,No Data,No Data,0.53,1.49,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.520664,122.838334,0.001
59,74,Sulawesi Tenggara,7404,Buton,ST,20260610 ST Polres Buton Kab. Buton,-,-,ST Polres Buton,Reguler,Loka Kendari,10-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,45.84,38.80,104.00,24.80,No Data,100.00,5.68,5.69,8.15,3.42,24.40,2,2,2,2,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,10,100.00,6.03,7.46,5.14,1.41,28.60,1,0,0,No Data,No Data,No Data,No Data,10,10,100.00,1.53,0.00,4.24,0.00,0.01,0.00,0.00,0.00,0.00,100.00,0.00,0.00,5,5,100.00,0.49,24.74,60.00,0,0,No Data,No Data,No Data,No Data,10,0,0,100.00,0.00,0.00,3.95,100.00,0.00,2.18,100.00,20,0,100.00,1.76,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-105.50,Kurang,-16.08,Kurang,2.40,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,39190,25861,65.99,39190,21995,56.12,18827,12507,66.43,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,45.84,5.68,No Data,No Data,No Data,0.49,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.520664,122.838334,0.005
60,74,Sulawesi Tenggara,7404,Buton,ST,20260610 ST Polres Buton Kab. Buton,-,-,ST Polres Buton,Reguler,Loka Kendari,10-Jun-2026,XLS,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,10,90.91,5.92,5.46,8.63,4.07,No Data,90.91,7.35,7.64,9.22,4.11,94.70,3,1,3,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,9,90.00,1.89,2.73,1.46,3.66,534.00,3,0,0,No Data,No Data,No Data,No Data,11,10,90.91,5.28,20.00,4.00,0.00,0.00,0.00,10.00,0.00,20.00,70.00,0.00,0.00,5,5,100.00,0.64,12.97,20.00,5,5,100.00,3.54,36.79,100.00,9,0,0,100.00,0.00,0.00,3.27,100.00,0.00,2.24,100.00,20,3,85.00,1.97,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-112.79,Kurang,-7.93,Baik Sekali,10.00,Cukup,-78.30,Baik Sekali,2.3,Baik,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,17583,17569,99.92,17583,11,0.06,12314,2750,22.33,87,0,0.00,3,1,33.33,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,5.38,6.69,No Data,No Data,No Data,0.64,3.54,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.520664,122.838334,0
61,74,Sulawesi Tenggara,7404,Buton,ST,20260610 ST Puskesmas Lasalimu Kab. Buton,-,-,ST Puskesmas Lasalimu,Reguler,Loka Kendari,10-Jun-2026,IOH,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,1,0,0,100.00,0.00,0.00,4.10,100.00,0.00,1.66,100.00,2,2,0.00,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-85.37,Baik,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,4009,0,0.00,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.172766,123.063038,0.005
62,74,Sulawesi Tenggara,7404,Buton,ST,20260610 ST Puskesmas Lasalimu Kab. Buton,-,-,ST Puskesmas Lasalimu,Reguler,Loka Kendari,10-Jun-2026,TSEL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,10,100.00,99.84,102.00,133.00,64.50,No Data,100.00,5.74,5.72,8.87,2.81,24.60,1,1,1,1,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,10,10,100.00,6.11,7.84,4.53,1.51,32.40,1,0,0,No Data,No Data,No Data,No Data,11,11,100.00,0.96,0.00,4.25,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4,4,100.00,0.79,10.30,0.00,0,0,No Data,No Data,No Data,No Data,11,2,0,81.82,18.18,0.00,4.02,100.00,0.00,1.37,100.00,20,0,100.00,1.71,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-106.51,Kurang,-10.20,Baik,5.19,Kurang,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0.00,0.00,No Data,35927,24240,67.47,35927,7,0.02,25601,19683,76.88,0,0,No Data,0,0,No Data,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,90.76,5.22,No Data,No Data,No Data,0.63,0.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-5.172766,123.063038,0.002
